CompositeCompositeID,TotalDDT,TotalDDT.lipid,Lipid,CompositeCommonName,Year,MDL.mean,MDL.min,CompositeTissuePrep,NumberFishPerComp,CompositeTissueName,WeightAvg.g,TLMin.mm,TLMax.mm,TLAvgLength.mm,SexSummary,Program,CompositeStationArea,Region
BIOACCUM2014Seafood-Z2-BP-1,139,115.8333333,1.2,black perch,2014,NA,NA,NA,10,muscle,NA,180,204,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2014Seafood-Z2-KB-1,72.7,88.65853659,0.82,kelp bass,2014,NA,NA,NA,10,muscle,NA,290,346,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2014Seafood-Z2-VR-1,87.1,48.38888889,1.8,vermilion rockfish,2014,NA,NA,NA,10,muscle,NA,235,280,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2014Seafood-Z3-BP-1,64.7,76.11764706,0.85,black perch,2014,NA,NA,NA,10,muscle,NA,181,201,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2014Seafood-Z3-KB-1,69,71.13402062,0.97,kelp bass,2014,NA,NA,NA,10,muscle,NA,288,362,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2014Seafood-Z3-VR-1,46,38.33333333,1.2,vermilion rockfish,2014,NA,NA,NA,10,muscle,NA,232,274,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2014Trends-Z1-HT-1,2927.2,2661.090909,1.1,hornyhead turbot,2014,NA,NA,NA,10,muscle,NA,152,193,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2014Trends-Z2-HT-1,595.5,620.3125,0.96,hornyhead turbot,2014,NA,NA,NA,10,muscle,NA,155,197,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2014Trends-Z3-HT-1,177,194.5054945,0.91,hornyhead turbot,2014,NA,NA,NA,10,muscle,NA,152,193,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2015Trends-Z1-HT-2,2184.5,2992.465753,0.73,hornyhead turbot,2015,NA,NA,NA,10,muscle,NA,152,200,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2015Trends-Z1-WC-1,2845.5,1094.423077,2.6,white croaker,2015,NA,NA,NA,10,muscle,NA,170,185,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2015Trends-Z2-HT-2,542.9,743.6986301,0.73,hornyhead turbot,2015,NA,NA,NA,10,muscle,NA,151,198,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2015Trends-Z2-WC-1,1554.7,740.3333333,2.1,white croaker,2015,NA,NA,NA,10,muscle,NA,172,199,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2015Trends-Z3-HT-2,125,178.5714286,0.7,hornyhead turbot,2015,NA,NA,NA,10,muscle,NA,151,190,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2015Trends-Z3-WC-1,874.7,249.9142857,3.5,white croaker,2015,NA,NA,NA,10,muscle,NA,170,197,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2016Seafood-Z1-BP-1,50.6,38.92307692,1.3,black perch,2016,NA,NA,NA,10,muscle,NA,183,208,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2016Seafood-Z1-KB-1,76.1,102.8378378,0.74,kelp bass,2016,NA,NA,NA,10,muscle,NA,299,366,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2016Seafood-Z1-VR-1,81.8,81.8,1,vermilion rockfish,2016,NA,NA,NA,10,muscle,NA,235,305,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2016Seafood-Z1-WC.SS-1,2523.8,615.5609756,4.1,white croaker,2016,NA,NA,NA,10,muscle,NA,171,174,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2016Seafood-Z2-BP-1,55.7,55.7,1,black perch,2016,NA,NA,NA,10,muscle,NA,181,205,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2016Seafood-Z2-KB-1,84.5,84.5,1,kelp bass,2016,NA,NA,NA,10,muscle,NA,295,345,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2016Seafood-Z2-VR-1,112,93.33333333,1.2,vermilion rockfish,2016,NA,NA,NA,10,muscle,NA,255,305,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2016Seafood-Z2-WC.SS-1,1003.4,436.2608696,2.3,white croaker,2016,NA,NA,NA,10,muscle,NA,175,218,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2016Seafood-Z3-BP-1,160,168.4210526,0.95,black perch,2016,NA,NA,NA,10,muscle,NA,181,206,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2016Seafood-Z3-KB-1,109,54.5,2,kelp bass,2016,NA,NA,NA,10,muscle,NA,299,357,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2016Seafood-Z3-VR-1,53.4,53.93939394,0.99,vermilion rockfish,2016,NA,NA,NA,9,muscle,NA,231,287,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2016Seafood-Z3-WC.SS-1,681.6,174.7692308,3.9,white croaker,2016,NA,NA,NA,10,muscle,NA,171,195,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2016Trends-Z1-HT-1,1364,1623.809524,0.84,hornyhead turbot,2016,NA,NA,NA,10,muscle,NA,154,200,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2016Trends-Z1-WC-1,2564.7,569.9333333,4.5,white croaker,2016,NA,NA,NA,10,muscle,NA,171,174,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2016Trends-Z2-HT-1,1300.7,1398.602151,0.93,hornyhead turbot,2016,NA,NA,NA,10,muscle,NA,150,188,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2016Trends-Z2-WC-1,1574.8,414.4210526,3.8,white croaker,2016,NA,NA,NA,10,muscle,NA,175,218,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2016Trends-Z3-HT-2,144,211.7647059,0.68,hornyhead turbot,2016,NA,NA,NA,10,muscle,NA,157,199,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2016Trends-Z3-WC-1,675.9,157.1860465,4.3,white croaker,2016,NA,NA,NA,10,muscle,NA,171,195,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2017Trends-Z1-HT-2,2217.9,3123.802817,0.71,hornyhead turbot,2017,0.53,0.25,NA,10,muscle,NA,150,183,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2017Trends-Z1-WC-1,2270.8,398.3859649,5.7,white croaker,2017,0.53,0.25,NA,10,muscle,NA,174,211,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2017Trends-Z2-HT-2,537.6,680.5063291,0.79,hornyhead turbot,2017,0.53,0.25,NA,10,muscle,NA,153,200,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2017Trends-Z2-WC-1,2394.4,380.0634921,6.3,white croaker,2017,0.53,0.25,NA,10,muscle,NA,177,204,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2017Trends-Z3-HT-2,89.9,147.3770492,0.61,hornyhead turbot,2017,0.53,0.25,NA,10,muscle,NA,154,198,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2017Trends-Z3-WC-1,1734.2,255.0294118,6.8,white croaker,2017,0.53,0.25,NA,10,muscle,NA,176,198,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2018Seafood-Z1-BP-1,43.9,12.54285714,3.5,black perch,2018,0.44,0.33,NA,10,muscle,NA,180,235,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2018Seafood-Z1-BSB-1,314,285.4545455,1.1,barred sand bass,2018,0.44,0.33,NA,10,muscle,NA,298,366,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2018Seafood-Z1-KB-1,54.2,138.974359,0.39,kelp bass,2018,0.44,0.33,NA,10,muscle,NA,299,359,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2018Seafood-Z1-VR-1,110,164.1791045,0.67,vermilion rockfish,2018,0.44,0.33,NA,10,muscle,NA,213,247,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2018Seafood-Z1-WC.SS-1,1958.7,272.0416667,7.2,white croaker,2018,0.44,0.33,NA,10,muscle,NA,174,188,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2018Seafood-Z2-BP-1,49.5,67.80821918,0.73,black perch,2018,0.44,0.33,NA,10,muscle,NA,180,209,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2018Seafood-Z2-BSB-1,107,218.3673469,0.49,barred sand bass,2018,0.44,0.33,NA,10,muscle,NA,290,370,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2018Seafood-Z2-KB-1,40.7,55,0.74,kelp bass,2018,0.44,0.33,NA,10,muscle,NA,295,350,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2018Seafood-Z2-VR-1,51.1,79.84375,0.64,vermilion rockfish,2018,0.44,0.33,NA,10,muscle,NA,226,279,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2018Seafood-Z2-WC.SS-1,795.3,184.9534884,4.3,white croaker,2018,0.44,0.33,NA,10,muscle,NA,176,193,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2018Seafood-Z3-BP-1,116,341.1764706,0.34,black perch,2018,0.44,0.33,NA,10,muscle,NA,181,192,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2018Seafood-Z3-BSB-1,161,447.2222222,0.36,barred sand bass,2018,0.44,0.33,NA,10,muscle,NA,285,350,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2018Seafood-Z3-KB-1,38.9,74.80769231,0.52,kelp bass,2018,0.44,0.33,NA,10,muscle,NA,284,378,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2018Seafood-Z3-VR-1,33.7,28.08333333,1.2,vermilion rockfish,2018,0.44,0.33,NA,10,muscle,NA,211,270,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2018Seafood-Z3-WC.SS-1,874.2,150.7241379,5.8,white croaker,2018,0.44,0.33,NA,10,muscle,NA,183,200,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2019Trends-Z1-HT-2,858.3,964.3820225,0.89,hornyhead turbot,2019,0.45,0.3,NA,10,muscle,NA,151,193,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2019Trends-Z1-WC-1,2659.2,458.4827586,5.8,white croaker,2019,0.45,0.3,NA,10,muscle,NA,171,188,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2019Trends-Z2-HT-2,439.9,586.5333333,0.75,hornyhead turbot,2019,0.45,0.3,NA,10,muscle,NA,150,198,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2019Trends-Z2-WC-1,1132.9,226.58,5,white croaker,2019,0.45,0.3,NA,10,muscle,NA,176,205,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2019Trends-Z3-HT-2,146,208.5714286,0.7,hornyhead turbot,2019,0.45,0.3,NA,10,muscle,NA,155,183,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2019Trends-Z3-WC-1,691.5,147.1276596,4.7,white croaker,2019,0.45,0.3,NA,10,muscle,NA,181,206,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2020Seafood-Z1-BP-1,35.1,31.90909091,1.1,black perch,2020,0.391666667,0.33,NA,10,muscle,NA,181,227,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2020Seafood-Z1-BSB-1,262.1,336.025641,0.78,barred sand bass,2020,0.373333333,0.31,NA,10,muscle,NA,300,366,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2020Seafood-Z1-CS-1,884.8,1499.661017,0.59,california scorpionfish,2020,0.376666667,0.32,NA,10,muscle,NA,207,227,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2020Seafood-Z1-KB-1,79.2,138.9473684,0.57,kelp bass,2020,0.391666667,0.33,NA,10,muscle,NA,300,344,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2020Seafood-Z1-WC.SS-1,2321.1,1009.173913,2.3,white croaker,2020,0.381666667,0.32,NA,10,muscle,NA,172,184,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2020Seafood-Z2-BP-1,15.9,14.45454545,1.1,black perch,2020,0.391666667,0.33,NA,10,muscle,NA,188,213,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2020Seafood-Z2-BSB-1,199.8,222,0.9,barred sand bass,2020,0.391666667,0.33,NA,10,muscle,NA,290,370,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2020Seafood-Z2-CS-1,322.2,407.8481013,0.79,california scorpionfish,2020,0.383333333,0.32,NA,10,muscle,NA,206,263,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2020Seafood-Z2-KB-1,25.9,21.58333333,1.2,kelp bass,2020,0.388333333,0.33,NA,10,muscle,NA,289,349,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2020Seafood-Z2-WC.SS-1,1642.9,684.5416667,2.4,white croaker,2020,0.373333333,0.31,NA,10,muscle,NA,171,192,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2020Seafood-Z3-BP-1,70.9,84.4047619,0.84,black perch,2020,0.376666667,0.32,NA,10,muscle,NA,183,193,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2020Seafood-Z3-BSB-1,56,64.36781609,0.87,barred sand bass,2020,0.373333333,0.31,NA,10,muscle,NA,287,339,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2020Seafood-Z3-CS-1,142,142,1,california scorpionfish,2020,0.391666667,0.33,NA,10,muscle,NA,202,262,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2020Seafood-Z3-KB-1,46.1,38.41666667,1.2,kelp bass,2020,0.391666667,0.33,NA,10,muscle,NA,288,346,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2020Seafood-Z3-WC.SS-1,780.6,312.24,2.5,white croaker,2020,0.396666667,0.33,NA,10,muscle,NA,171,207,NA,NA,LASeafoodSafety,Palos Verdes,Palos Verdes
BIOACCUM2020Trends-Z1-HT-2,364.3,367.979798,0.99,hornyhead turbot,2020,0.391666667,0.33,NA,10,muscle,NA,304,394,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2020Trends-Z1-WC-1,2924.8,1083.259259,2.7,white croaker,2020,0.396666667,0.33,NA,10,muscle,NA,172,184,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2020Trends-Z2-HT-2,354.3,478.7837838,0.74,hornyhead turbot,2020,0.373333333,0.31,NA,10,muscle,NA,314,384,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2020Trends-Z2-WC-1,1914.5,580.1515152,3.3,white croaker,2020,0.373333333,0.31,NA,10,muscle,NA,171,192,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2020Trends-Z3-HT-2,58.3,110,0.53,hornyhead turbot,2020,0.373333333,0.31,NA,10,muscle,NA,302,388,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2020Trends-Z3-WC-1,1153.5,281.3414634,4.1,white croaker,2020,0.385,0.32,NA,10,muscle,NA,171,207,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2021Trends-Z1-HT-2,531.7,966.7272727,0.55,hornyhead turbot,2021,0.385,0.32,NA,10,muscle,NA,158,193,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2021Trends-Z1-WC-1,3144.1,655.0208333,4.8,white croaker,2021,0.385,0.32,NA,10,muscle,NA,175,205,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2021Trends-Z2-HT-2,239.3,613.5897436,0.39,hornyhead turbot,2021,0.385,0.32,NA,10,muscle,NA,161,198,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2021Trends-Z2-WC-1,2025.1,470.9534884,4.3,white croaker,2021,0.385,0.32,NA,10,muscle,NA,176,209,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2021Trends-Z3-HT-2,88,225.6410256,0.39,hornyhead turbot,2021,0.385,0.32,NA,10,muscle,NA,154,190,NA,NA,LABioacc,Palos Verdes,Palos Verdes
BIOACCUM2021Trends-Z3-WC-1,895.2,279.75,3.2,white croaker,2021,0.385,0.32,NA,10,muscle,NA,171,205,NA,NA,LABioacc,Palos Verdes,Palos Verdes
C1_31525RCGABOG08BLS,1.71,2.425531915,0.705,black perch,2009,0.208166667,0.096,Skin off,5,fillet,355,246,310,268.3999939,"Unk (0), M (3), F (2)",CoastalSportfish,Rincon to Goleta,North
C1_31525RCGABOG08OCM,33.817,8.496733668,3.98,chub mackerel,2009,0.207,0.095,Skin off,5,fillet,155.3240051,242,260,252.8000031,"Unk (2), M (2), F (1)",CoastalSportfish,Rincon to Goleta,North
C1_31525RCGABOG08OKB,10.119,8.575423729,1.18,kelp bass,2009,0.208166667,0.096,Skin off,4,fillet,473.75,274,364,318.25,"Unk (0), M (2), F (2)",CoastalSportfish,Rincon to Goleta,North
C1_31525RCGABOG08OLR,14.022,7.704395604,1.82,olive rockfish,2009,0.208333333,0.096,Skin off,3,fillet,415,275,323,294,"Unk (1), M (1), F (1)",CoastalSportfish,Rincon to Goleta,North
C1_31525RCGABOG08OWC,23.332,8.484363636,2.75,white croaker,2009,0.207333333,0.096,Skin off,5,fillet,106.8359985,180,233,202.8000031,"Unk (2), M (0), F (3)",CoastalSportfish,Rincon to Goleta,North
C1_31525RCGABOG09BUR,1.25,2.029220779,0.616,blue rockfish,2009,0.208166667,0.096,Skin off,4,fillet,287.5,224,289,242,"Unk (1), M (2), F (1)",CoastalSportfish,Rincon to Goleta,North
C1_31526SBCPBOG08BRR,14.975,13.9953271,1.07,brown rockfish,2009,0.207833333,0.096,Skin off,5,fillet,310,235,290,258,"Unk (1), M (1), F (3)",CoastalSportfish,Santa Barbara Channel Oil Platform,North
C1_31526SBCPBOG08OCM,12.016,8.118918919,1.48,chub mackerel,2009,0.208,0.096,Skin off,5,fillet,156.75,250,271,261,"Unk (5), M (0), F (0)",CoastalSportfish,Santa Barbara Channel Oil Platform,North
C1_31526SBCPBOG08OGR,2.84,9.015873016,0.315,gopher rockfish,2009,0.208333333,0.096,Skin off,5,fillet,115.6240005,164,188,178,"Unk (4), M (0), F (1)",CoastalSportfish,Santa Barbara Channel Oil Platform,North
C1_31526SBCPBOG08OKB,14.911,7.766145833,1.92,kelp bass,2009,0.207,0.095,Skin off,5,fillet,678,305,403,345.7999878,"Unk (0), M (1), F (4)",CoastalSportfish,Santa Barbara Channel Oil Platform,North
C1_31526SBCPBOG08OWC,5.315,14.64187328,0.363,white croaker,2009,0.207,0.095,Skin off,5,fillet,106.7559967,175,226,207.1999969,"Unk (4), M (1), F (0)",CoastalSportfish,Santa Barbara Channel Oil Platform,North
C1_31526SBCPBOG08WHS,17.386,5.205389222,3.34,white surfperch,2009,0.207,0.095,Skin off,13,fillet,166.8107758,185,284,239,"Unk (4), M (4), F (5)",CoastalSportfish,Santa Barbara Channel Oil Platform,North
C1_31623NCHIBOG08BLS,1.28,2.151260504,0.595,black perch,2009,0.207833333,0.096,Skin off,5,fillet,532,287,316,296.3999939,"Unk (0), M (1), F (4)",CoastalSportfish,Northern Channel Islands,Islands
C1_31623NCHIBOG08BRR,2.33,5.143487859,0.453,brown rockfish,2009,0.206333333,0.095,Skin off,5,fillet,506,288,340,301.7999878,"Unk (1), M (1), F (3)",CoastalSportfish,Northern Channel Islands,Islands
C1_31623NCHIBOG08KPR,1.3,2.03125,0.64,kelp rockfish,2009,0.2075,0.096,Skin off,5,fillet,471,281,294,288.3999939,"Unk (0), M (5), F (0)",CoastalSportfish,Northern Channel Islands,Islands
C1_31623NCHIBOG08OKB,4.71,6.738197425,0.699,kelp bass,2009,0.208333333,0.096,Skin off,5,fillet,521,305,346,328.3999939,"Unk (0), M (1), F (4)",CoastalSportfish,Northern Channel Islands,Islands
C1_40124VTRCBOG08BRS,49.361,20.65313808,2.39,barred surfperch,2009,0.2075,0.096,Skin off,10,fillet,96.43699646,130,214,170.6000061,"Unk (3), M (5), F (2)",CoastalSportfish,Ventura to Rincon,North
C1_40124VTRCBOG08OWC,26.197,8.561111111,3.06,white croaker,2009,0.205,0.094,Skin off,5,fillet,88.1760025,171,216,195,"Unk (1), M (0), F (4)",CoastalSportfish,Ventura to Rincon,North
C1_40124VTRCBOG08SHS,67.548,73.74235808,0.916,shiner surfperch,2009,0.2075,0.096,"Skin on, Scales Off",23,"whole without Head, Tail and Guts",9.515217781,51,133,82.56521606,"Unk (9), M (7), F (7)",CoastalSportfish,Ventura to Rincon,North
C1_40418PVERBOG08BLS,85.299,183.0450644,0.466,black perch,2009,0.205833333,0.095,Skin off,11,fillet,316.9718323,218,296,251.1818237,"Unk (0), M (5), F (6)",CoastalSportfish,Palos Verdes,Palos Verdes
C1_40418PVERBOG08OCM,25.61,18.42446043,1.39,chub mackerel,2009,0.206833333,0.095,Skin off,5,fillet,188.8919983,256,296,273,"Unk (0), M (4), F (1)",CoastalSportfish,Palos Verdes,Palos Verdes
C1_40418PVERBOG08OGR,41.215,85.50829876,0.482,gopher rockfish,2009,0.206166667,0.095,Skin off,4,fillet,279.1350098,212,276,248.75,"Unk (1), M (1), F (2)",CoastalSportfish,Palos Verdes,Palos Verdes
C1_40418PVERBOG08OKB,75.118,107.7733142,0.697,kelp bass,2009,0.207,0.095,Skin off,5,fillet,480,275,388,324.3999939,"Unk (0), M (1), F (4)",CoastalSportfish,Palos Verdes,Palos Verdes
C1_40418PVERBOG08OWC,136.426,140.3559671,0.972,white croaker,2009,0.899333333,0.093,Skin off,5,fillet,92.28800201,176,228,202.8000031,"Unk (0), M (1), F (4)",CoastalSportfish,Palos Verdes,Palos Verdes
C1_40419SSMBBOG08BRS,14.498,19.02624672,0.762,barred surfperch,2009,0.207,0.095,"Skin on, Scales Off",5,"whole without Head, Tail and Guts",0,176,196,183.8000031,"Unk (0), M (3), F (2)",CoastalSportfish,South Santa Monica Bay,Central
C1_40419SSMBBOG08BSB,32.266,69.83982684,0.462,barred sand bass,2009,0.206666667,0.095,Skin off,5,fillet,507,307,389,343.7999878,"Unk (0), M (5), F (0)",CoastalSportfish,South Santa Monica Bay,Central
C1_40419SSMBBOG08OCM,38.746,23.62560976,1.64,chub mackerel,2009,0.206666667,0.095,Skin off,5,fillet,103.012001,222,239,228.6000061,"Unk (4), M (0), F (1)",CoastalSportfish,South Santa Monica Bay,Central
C1_40419SSMBBOG08OKB,19.8,51.1627907,0.387,kelp bass,2009,0.204166667,0.094,Skin off,5,fillet,513.7999878,307,362,329.7999878,"Unk (0), M (4), F (1)",CoastalSportfish,South Santa Monica Bay,Central
C1_40419SSMBBOG08OWC,68.944,61.01238938,1.13,white croaker,2009,0.205333333,0.095,Skin off,5,fillet,61.79800034,168,195,178.3999939,"Unk (1), M (3), F (1)",CoastalSportfish,South Santa Monica Bay,Central
C1_40419SSMBBOG18PCM,13.9,7.091836735,1.96,chub mackerel,2019,0.17,0.07,skin off,5,fillet,NA,NA,NA,NA,NA,Bight2018,South Santa Monica Bay,Central
C1_40420MSMBBOG08BKC,40.088,95.22090261,0.421,black croaker,2009,0.208,0.096,Skin off,3,fillet,208.3333282,234,261,245.6666718,"Unk (0), M (2), F (1)",CoastalSportfish,Middle Santa Monica Bay,Central
C1_40420MSMBBOG08BRS,65.133,13.91730769,4.68,barred surfperch,2009,0.207333333,0.096,"Skin on, Scales Off",5,"whole without Head, Tail and Guts",85.84200287,122,198,174.3999939,"Unk (3), M (1), F (1)",CoastalSportfish,Middle Santa Monica Bay,Central
C1_40420MSMBBOG08BSB,25.783,40.09797823,0.643,barred sand bass,2009,0.206666667,0.095,Skin off,5,fillet,615,307,404,359,"Unk (0), M (2), F (3)",CoastalSportfish,Middle Santa Monica Bay,Central
C1_40420MSMBBOG08OCM,25.591,28.59329609,0.895,chub mackerel,2009,0.208333333,0.096,Skin off,5,fillet,106.6080017,225,252,235.6000061,"Unk (4), M (0), F (1)",CoastalSportfish,Middle Santa Monica Bay,Central
C1_40420MSMBBOG08OKB,17.485,38.85555556,0.45,kelp bass,2009,0.205666667,0.095,Skin off,5,fillet,367.5,249,322,278.2000122,"Unk (0), M (3), F (2)",CoastalSportfish,Middle Santa Monica Bay,Central
C1_40420MSMBBOG08SSF,70.03,55.57936508,1.26,california scorpionfish,2009,0.206666667,0.095,Skin off,5,fillet,310,200,294,243.6000061,"Unk (2), M (0), F (3)",CoastalSportfish,Middle Santa Monica Bay,Central
C1_40421NSMBBOG08BLS,6.759,10.30335366,0.656,black perch,2009,0.203833333,0.094,Skin off,6,fillet,318.3333435,217,256,240.5,"Unk (1), M (4), F (1)",CoastalSportfish,North Santa Monica Bay,Central
C1_40421NSMBBOG08BRR,5.2,8.710217755,0.597,brown rockfish,2009,0.206666667,0.095,Skin off,5,fillet,346,215,301,269.3999939,"Unk (2), M (0), F (3)",CoastalSportfish,North Santa Monica Bay,Central
C1_40421NSMBBOG08BSB,12.67,30.97799511,0.409,barred sand bass,2009,0.208333333,0.096,Skin off,3,fillet,465,327,342,336.6666565,"Unk (0), M (1), F (2)",CoastalSportfish,North Santa Monica Bay,Central
C1_40421NSMBBOG08OCM,13.71,8.51552795,1.61,chub mackerel,2009,0.2075,0.096,Skin off,5,fillet,109.1740036,225,254,236.3999939,"Unk (4), M (0), F (1)",CoastalSportfish,North Santa Monica Bay,Central
C1_40421NSMBBOG08OKB,13.241,19.05179856,0.695,kelp bass,2009,0.208333333,0.096,Skin off,5,fillet,468,271,372,326.2000122,"Unk (0), M (4), F (1)",CoastalSportfish,North Santa Monica Bay,Central
C1_40421NSMBBOG18PCM,9.24,3.85,2.4,chub mackerel,2019,0.17,0.07,skin off,5,fillet,NA,NA,NA,NA,NA,Bight2018,North Santa Monica Bay,Central
C1_40422PTDUBOG08BLS,6.427,6.558163265,0.98,black perch,2009,0.2045,0.094,Skin off,5,fillet,0,200,261,223.6000061,"Unk (0), M (2), F (3)",CoastalSportfish,Pt Dume to Oxnard,North
C1_40422PTDUBOG08OCM,16.073,13.62118644,1.18,chub mackerel,2009,0.206166667,0.095,Skin off,5,fillet,96.62200165,218,246,229.8000031,"Unk (5), M (0), F (0)",CoastalSportfish,Pt Dume to Oxnard,North
C1_40422PTDUBOG08OGR,3.66,5.034387895,0.727,gopher rockfish,2009,0.207,0.095,Skin off,5,fillet,62.95999908,147,171,159.1999969,"Unk (3), M (0), F (2)",CoastalSportfish,Pt Dume to Oxnard,North
